date,admin1_bps_code,admin1_bps,cumulative_cases,cumulative_deaths,daily_hospitalizations,cases_measure,deaths_measure,hospitalizations_measure,link
10.01.2021,82,MALUKU UTARA,11963,302,92,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.02.2021,82,MALUKU UTARA,11990,302,115,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.03.2021,82,MALUKU UTARA,11993,302,118,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.04.2021,82,MALUKU UTARA,11994,302,115,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.05.2021,82,MALUKU UTARA,11996,302,99,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.06.2021,82,MALUKU UTARA,12000,302,88,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.07.2021,82,MALUKU UTARA,12008,302,90,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.08.2021,82,MALUKU UTARA,12017,302,96,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.09.2021,82,MALUKU UTARA,12022,302,99,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.10.2021,82,MALUKU UTARA,12029,302,105,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.11.2021,82,MALUKU UTARA,12029,302,84,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.12.2021,82,MALUKU UTARA,12035,302,76,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.13.2021,82,MALUKU UTARA,12040,302,80,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.14.2021,82,MALUKU UTARA,12041,302,69,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.15.2021,82,MALUKU UTARA,12042,302,70,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.16.2021,82,MALUKU UTARA,12045,303,69,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.17.2021,82,MALUKU UTARA,12045,303,65,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.18.2021,82,MALUKU UTARA,12045,303,62,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.19.2021,82,MALUKU UTARA,12046,303,58,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.20.2021,82,MALUKU UTARA,12051,303,62,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.21.2021,82,MALUKU UTARA,12055,303,66,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.22.2021,82,MALUKU UTARA,12055,303,61,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.23.2021,82,MALUKU UTARA,12057,303,63,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.24.2021,82,MALUKU UTARA,12057,303,63,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.25.2021,82,MALUKU UTARA,12059,303,64,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.26.2021,82,MALUKU UTARA,12066,303,63,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.27.2021,82,MALUKU UTARA,12070,303,63,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.28.2021,82,MALUKU UTARA,12070,303,55,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.29.2021,82,MALUKU UTARA,12074,303,51,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.30.2021,82,MALUKU UTARA,12078,303,55,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
10.31.2021,82,MALUKU UTARA,12080,303,57,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.01.2021,82,MALUKU UTARA,12080,303,56,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.02.2021,82,MALUKU UTARA,12085,303,61,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.03.2021,82,MALUKU UTARA,12085,303,61,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.04.2021,82,MALUKU UTARA,12085,303,60,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.05.2021,82,MALUKU UTARA,12086,303,60,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.06.2021,82,MALUKU UTARA,12088,303,62,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.07.2021,82,MALUKU UTARA,12089,303,62,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.08.2021,82,MALUKU UTARA,12089,303,62,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.09.2021,82,MALUKU UTARA,12090,303,46,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.10.2021,82,MALUKU UTARA,12091,303,47,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.11.2021,82,MALUKU UTARA,12091,303,47,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.12.2021,82,MALUKU UTARA,12093,303,49,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.13.2021,82,MALUKU UTARA,12094,303,48,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.14.2021,82,MALUKU UTARA,12094,303,48,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.15.2021,82,MALUKU UTARA,12094,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.16.2021,82,MALUKU UTARA,12095,303,44,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.17.2021,82,MALUKU UTARA,12095,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.18.2021,82,MALUKU UTARA,12095,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.19.2021,82,MALUKU UTARA,12096,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.20.2021,82,MALUKU UTARA,12097,303,44,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.21.2021,82,MALUKU UTARA,12097,303,44,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.22.2021,82,MALUKU UTARA,12097,303,44,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.23.2021,82,MALUKU UTARA,12097,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.24.2021,82,MALUKU UTARA,12097,303,42,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.25.2021,82,MALUKU UTARA,12097,303,42,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.26.2021,82,MALUKU UTARA,12097,303,42,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.27.2021,82,MALUKU UTARA,12099,303,44,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.28.2021,82,MALUKU UTARA,12101,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.29.2021,82,MALUKU UTARA,12101,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
11.30.2021,82,MALUKU UTARA,12101,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.01.2021,82,MALUKU UTARA,12101,303,43,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.02.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.03.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.04.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.05.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.06.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.07.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.08.2021,82,MALUKU UTARA,12101,303,12,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.09.2021,82,MALUKU UTARA,12102,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.10.2021,82,MALUKU UTARA,12105,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.11.2021,82,MALUKU UTARA,12105,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.12.2021,82,MALUKU UTARA,12105,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.13.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.14.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.15.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.16.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.17.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.18.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.19.2021,82,MALUKU UTARA,12105,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.20.2021,82,MALUKU UTARA,12105,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.21.2021,82,MALUKU UTARA,12105,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.22.2021,82,MALUKU UTARA,12105,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.23.2021,82,MALUKU UTARA,12105,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.24.2021,82,MALUKU UTARA,12105,303,2,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.25.2021,82,MALUKU UTARA,12105,303,2,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.26.2021,82,MALUKU UTARA,12105,303,2,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.27.2021,82,MALUKU UTARA,12105,303,1,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.28.2021,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.29.2021,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.30.2021,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
12.31.2021,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.01.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.02.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.03.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.04.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.05.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.06.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.07.2022,82,MALUKU UTARA,12105,303,0,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.08.2022,82,MALUKU UTARA,12106,303,1,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.09.2022,82,MALUKU UTARA,12106,303,1,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.10.2022,82,MALUKU UTARA,12108,303,3,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.11.2022,82,MALUKU UTARA,12109,303,4,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.12.2022,82,MALUKU UTARA,12110,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.13.2022,82,MALUKU UTARA,12110,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.14.2022,82,MALUKU UTARA,12110,303,5,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.15.2022,82,MALUKU UTARA,12112,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.16.2022,82,MALUKU UTARA,12114,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.17.2022,82,MALUKU UTARA,12115,303,10,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.18.2022,82,MALUKU UTARA,12116,303,11,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.19.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.20.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.21.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.22.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.23.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.24.2022,82,MALUKU UTARA,12116,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.25.2022,82,MALUKU UTARA,12116,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.26.2022,82,MALUKU UTARA,12116,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.27.2022,82,MALUKU UTARA,12116,303,7,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.28.2022,82,MALUKU UTARA,12117,303,3,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.29.2022,82,MALUKU UTARA,12117,303,3,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.30.2022,82,MALUKU UTARA,12117,303,3,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
01.31.2022,82,MALUKU UTARA,12118,303,3,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.01.2022,82,MALUKU UTARA,12121,303,6,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.02.2022,82,MALUKU UTARA,12124,303,9,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.03.2022,82,MALUKU UTARA,12126,303,11,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.04.2022,82,MALUKU UTARA,12133,303,18,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.05.2022,82,MALUKU UTARA,12137,303,22,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.06.2022,82,MALUKU UTARA,12144,303,29,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.07.2022,82,MALUKU UTARA,12147,303,32,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.08.2022,82,MALUKU UTARA,12162,303,47,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.09.2022,82,MALUKU UTARA,12171,303,56,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.10.2022,82,MALUKU UTARA,12188,303,71,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.11.2022,82,MALUKU UTARA,12198,303,80,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.12.2022,82,MALUKU UTARA,12220,303,102,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.13.2022,82,MALUKU UTARA,12253,303,130,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.14.2022,82,MALUKU UTARA,12291,305,166,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.15.2022,82,MALUKU UTARA,12333,305,203,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.16.2022,82,MALUKU UTARA,12446,305,311,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.17.2022,82,MALUKU UTARA,12545,305,396,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.18.2022,82,MALUKU UTARA,12614,306,462,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.19.2022,82,MALUKU UTARA,12732,306,574,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.20.2022,82,MALUKU UTARA,12780,306,617,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.21.2022,82,MALUKU UTARA,12846,306,670,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.22.2022,82,MALUKU UTARA,12954,306,758,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.23.2022,82,MALUKU UTARA,13088,306,848,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.24.2022,82,MALUKU UTARA,13208,306,894,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.25.2022,82,MALUKU UTARA,13352,308,988,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.26.2022,82,MALUKU UTARA,13443,308,1039,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.27.2022,82,MALUKU UTARA,13490,308,1032,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
02.28.2022,82,MALUKU UTARA,13545,308,951,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.01.2022,82,MALUKU UTARA,13596,310,891,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.02.2022,82,MALUKU UTARA,13653,310,932,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.03.2022,82,MALUKU UTARA,13724,310,942,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.04.2022,82,MALUKU UTARA,13823,311,1012,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.05.2022,82,MALUKU UTARA,13889,311,1034,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.06.2022,82,MALUKU UTARA,13948,312,1064,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.07.2022,82,MALUKU UTARA,13972,315,858,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.08.2022,82,MALUKU UTARA,14064,315,902,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.09.2022,82,MALUKU UTARA,14097,315,825,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.10.2022,82,MALUKU UTARA,14112,315,818,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.11.2022,82,MALUKU UTARA,14133,316,800,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.12.2022,82,MALUKU UTARA,14169,317,825,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.13.2022,82,MALUKU UTARA,14183,317,818,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.14.2022,82,MALUKU UTARA,14201,317,821,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.15.2022,82,MALUKU UTARA,14226,317,812,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.16.2022,82,MALUKU UTARA,14249,318,802,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.17.2022,82,MALUKU UTARA,14260,321,768,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.18.2022,82,MALUKU UTARA,14276,321,779,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.19.2022,82,MALUKU UTARA,14311,321,813,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.20.2022,82,MALUKU UTARA,14311,321,771,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.21.2022,82,MALUKU UTARA,14323,321,782,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.22.2022,82,MALUKU UTARA,14340,322,725,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.23.2022,82,MALUKU UTARA,14348,322,715,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.24.2022,82,MALUKU UTARA,14352,322,530,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.25.2022,82,MALUKU UTARA,14366,322,543,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.26.2022,82,MALUKU UTARA,14386,322,556,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.27.2022,82,MALUKU UTARA,14394,322,472,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.28.2022,82,MALUKU UTARA,14413,322,478,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.29.2022,82,MALUKU UTARA,14422,322,487,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.30.2022,82,MALUKU UTARA,14422,322,401,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
03.31.2022,82,MALUKU UTARA,14426,322,366,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.01.2022,82,MALUKU UTARA,14428,322,368,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.02.2022,82,MALUKU UTARA,14431,322,369,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.03.2022,82,MALUKU UTARA,14433,322,370,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.04.2022,82,MALUKU UTARA,14442,322,376,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.05.2022,82,MALUKU UTARA,14448,324,377,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
04.06.2022,82,MALUKU UTARA,14449,325,375,cumulative,cumulative,daily,https://data.covid19.go.id/public/api/prov_detail_MALUKU_UTARA.json
